country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Nigeria,86700,88200,89600,89700,89200,92900,90900,90600,87200,85100,84200,78500,77900,66600,61500,58300,30000,12900,10900,7190,10300,18400,17200,19700,15100,15200,10200
North Korea,530,439,360,299,249,212,179,175,179,187,174,173,159,151,145,133,115,96.8,2.43,1.52,1.5,1.86,3.27,6.05,5.5,5.03,4.77
Norway,0.0314,0.0273,0.0217,0.0176,0.0171,0.0149,0.0146,0.0143,0.0129,0.0133,0.02,0.0162,0.0119,0.0133,0.00834,0.00734,0.00623,0.00441,0.00377,0.00341,0.00307,0.00307,0.00317,0.0033,0.00272,0.00273,0.0027
Oman,11,8.04,6.29,5.22,1.29,0.192,0.123,0.127,0.16,0.304,0.615,0.582,0.555,0.54,0.519,0.506,0.53,0.539,0.609,0.559,0.561,0.576,0.489,0.414,0.308,0.211,0.133
Pakistan,35800,37100,39200,41600,44000,45100,45800,45400,43200,40100,37400,34600,31600,29700,27800,25300,22000,20600,8630,2260,1900,1150,1310,2500,1750,1050,592
Palestine,33.9,31.5,28.7,26.7,25.4,24.6,23.8,23.5,23.7,23,21.4,19.3,16.8,14.2,12.2,10.7,9.52,8.95,8.9,9.28,9.57,9.85,10.2,10.5,10.3,9.76,9.35
Panama,1.52,0.89,0.472,0.237,0.119,0.0624,0.0305,0.0295,0.054,0.0706,0.0967,0.079,0.0697,0.0674,0.0689,0.0648,0.063,0.0614,0.0719,0.0782,0.0831,0.0866,0.0823,0.0877,0.0881,0.0763,0.0709
Papua New Guinea,1840,1800,1800,1850,1880,1900,1820,1820,1130,863,743,835,1030,1260,1140,672,250,266,360,571,546,504,461,360,461,678,347
Paraguay,23.6,8.41,13,29.5,1.71,0.982,0.173,1.83,0.858,0.00316,0.00055,0.00009,0.0001,0.00013,0.00007,0.00023,0.00068,0.00019,0.00053,0.00399,0.00063,0.00048,0.0001,0.001,0.00189,0.00102,0.00089
Peru,23.9,30.9,621,44.7,15.6,7.18,1.92,1.54,0.139,0.148,0.0118,0.00317,0.00627,0.00089,0.00016,0.00078,0.00141,0.00041,0.00546,0.00186,0.0001,0.0169,0.00752,0.00022,0.00083,0.0137,0.0132
Philippines,4740,4180,3940,3570,3010,2790,2820,2610,2280,2150,2160,1900,1490,1030,611,314,201,138,102,82.6,70.7,60.4,49.7,44.6,39.5,34.7,34.7
Poland,0.342,0.211,0.12,0.084,0.0756,0.0596,0.0541,0.0594,0.0688,0.0843,0.0926,0.0952,0.0959,0.0966,0.0982,0.108,0.105,0.101,0.101,0.102,0.0897,0.0774,0.067,0.0535,0.0452,0.0442,0.0425
Portugal,3.74,2.37,1.54,1.62,1.7,1.57,1.53,1.21,1.17,0.94,0.705,0.383,0.222,0.165,0.146,0.168,0.155,0.112,0.106,0.0935,0.0767,0.064,0.0604,0.0483,0.0333,0.0345,0.0331
Qatar,4.03,3.77,3.57,3.4,3.37,3.41,1.69,1.53,1.34,1.22,1.11,0.219,0.141,0.109,0.126,0.21,0.342,0.293,0.165,0.095,0.085,0.0783,0.079,0.0899,0.0887,0.089,0.0918
Romania,7.65,5.82,6.29,6.96,4.86,2.21,1.71,2.19,1.4,0.6,0.44,0.364,0.306,0.306,0.344,0.507,0.442,0.272,0.239,0.218,0.222,0.237,0.29,0.219,0.208,0.177,0.168
Russia,3.89,3.77,2.85,3.09,2.45,1.7,1.47,1.27,0.933,0.565,0.59,1.09,1.28,1.57,1.87,1.88,1.99,2.07,2.02,2.1,2.19,2.61,3.09,2.85,2.71,2.36,2.14
Rwanda,4420,4760,5250,5840,6330,6650,6150,5390,4750,4320,3450,2760,2270,1880,350,231,207,120,195,409,218,257,392,443,52,48.3,50.5
Samoa,12.2,11.2,10.4,9.42,8.72,8.12,7.83,7.24,6.79,1.53,1.17,1.36,1.92,3.72,1.59,1.05,1.13,1.5,2.76,2.42,0.911,0.766,0.897,1.3,2.26,2.87,2.72
Sao Tome and Principe,40.1,38.5,37.2,36.1,35,33.9,30.6,30.9,29.2,26.4,5.73,3.87,4.32,5.97,10.2,22.8,21.9,19.6,3.53,2.32,2.28,2.62,4.78,2.47,1.91,1.76,1.88
Saudi Arabia,422,143,114,92.2,75.4,66.4,55,45.9,38.6,27.8,23.9,18.1,17.1,17.1,17.3,15.3,14,12.2,6.97,4.84,4.7,4.13,2.38,2.46,2.15,2.03,2.24
Senegal,1800,1780,1780,1760,1720,1700,1680,1670,1610,1510,1470,1380,1340,1270,266,205,235,148,244,546,677,891,1290,1320,240,176,198
Serbia,1.73,0.331,0.693,5.41,0.257,0.173,0.14,1.34,0.248,0.0749,0.00931,0.00805,0.0137,0.00311,0.00219,0.00037,0.00035,0.0302,0.00029,0.00014,0.00247,0.0436,0.00028,0.00011,0.00358,0.0359,0.0349
Seychelles,0.676,0.519,0.4,0.309,0.243,0.174,0.136,0.103,0.0866,0.0672,0.0559,0.0467,0.0389,0.0324,0.03,0.0269,0.0244,0.0222,0.0228,0.0213,0.0169,0.0156,0.0123,0.0115,0.0102,0.00905,0.00813
Sierra Leone,480,478,476,481,481,459,463,464,457,438,400,383,351,339,64.9,46.9,51.9,36,57.1,122,75.4,84.8,121,44.9,49.4,44.2,18.5
Singapore,0.0109,0.00962,0.00965,0.00926,0.009,0.00911,0.00861,0.00833,0.00702,0.00621,0.00612,0.0042,0.00345,0.00322,0.00222,0.00178,0.00158,0.00142,0.00134,0.00129,0.00126,0.00128,0.00134,0.00165,0.00125,0.00113,0.00111
Slovak Republic,0.0135,0.0585,0.107,0.132,0.00653,0.00043,0.00156,0.121,0.101,0.00062,0.00048,0.00027,0.00022,0.00018,0.00034,0.0002,0.00019,0.0002,0.00015,0.00023,0.00069,0.00051,0.0002,0.00011,0.00041,0.00009,0.00008
Slovenia,0.01,0.00835,0.00668,0.00625,0.00582,0.00403,0.00318,0.00268,0.00189,0.00172,0.00134,0.00119,0.00119,0.00099,0.00093,0.00091,0.00079,0.00073,0.0007,0.00068,0.00067,0.00064,0.0006,0.00066,0.00052,0.00048,0.00045
Solomon Islands,51.2,50.1,48.9,47.8,46.2,45.9,44.8,43.4,10.2,1.55,1.39,2.37,7.12,27.7,52.3,52.7,53.9,30.7,34.3,35.2,21.2,23.9,31.9,17.9,19.5,5.63,4.6
Somalia,5470,5450,5420,5400,5330,5170,5010,4830,4640,4210,3820,3630,3630,3650,3470,3250,2850,1870,929,780,493,530,398,357,390,500,411
South Africa,2740,2490,2250,2090,1080,1100,1180,846,285,291,435,505,1010,1720,1790,1220,848,719,380,360,283,56.3,46.9,67,54.6,101,199
South Korea,57.8,51.7,66.5,78.4,64.7,0.53,0.45,0.0114,0.0217,0.0185,136,89.9,0.232,0.111,0.033,0.0184,0.0648,0.41,0.00405,0.0318,0.201,0.0717,0.00337,0.17,0.655,0.00983,0.00898
South Sudan,7550,7330,7060,6720,6280,5800,5170,4730,4350,4030,3330,3170,3240,3470,3030,895,388,217,219,506,1610,2440,3300,3490,3850,3070,3190
Spain,0.825,0.806,0.682,0.552,0.438,0.358,0.273,0.216,0.207,0.274,0.31,0.333,0.3,0.344,0.349,0.357,0.337,0.277,0.246,0.208,0.174,0.158,0.138,0.122,0.121,0.119,0.118
Sri Lanka,641,549,469,363,315,280,245,206,157,137,121,58.5,47.1,38.3,11.6,3.4,2.28,2.28,3.4,6.19,7.33,5.83,4.57,3.48,2.45,1.91,1.66
St. Lucia,0.0033,0.00155,0.00103,0.0007,0.00054,0.00047,0.00045,0.00045,0.00051,0.00054,0.00059,0.00077,0.0007,0.00073,0.00079,0.0008,0.00084,0.00087,0.00089,0.00085,0.00085,0.00087,0.00102,0.00119,0.00128,0.00109,0.00102
St. Vincent and the Grenadines,0.00318,0.0019,0.00142,0.0011,0.00086,0.00059,0.00065,0.00066,0.00082,0.00087,0.00094,0.0013,0.00105,0.00097,0.00096,0.00093,0.00094,0.00101,0.00105,0.00109,0.00118,0.0013,0.00156,0.00188,0.00214,0.00229,0.00193
Sudan,10800,10200,9600,9030,8490,8680,8260,7990,7760,7590,6540,6340,6430,6520,5490,1590,617,291,229,302,780,1030,716,840,195,162,64.6
Suriname,0.126,0.00469,0.0011,0.00046,0.00001,0.00148,0.00003,0.0002,0.00004,0.00007,0.00017,0.00009,0.00005,0.00001,0,0.00001,0.00001,0,0.00002,0.00095,0,0.00001,0.00001,0,0.00001,0,0
Swaziland,87.7,78.5,68,61.1,58,42.6,44.8,50.8,59.4,32.6,8.19,8.02,12.1,11.1,24.6,43.5,44.6,25.4,26.9,25.4,17.1,10.2,11.6,11.2,7.2,9.05,11.5
Sweden,0.0206,0.021,0.0204,0.0214,0.0165,0.0132,0.0118,0.0111,0.0104,0.0114,0.0118,0.0109,0.0114,0.0111,0.0116,0.0145,0.0132,0.0145,0.0111,0.0117,0.0112,0.0109,0.0103,0.00928,0.00736,0.00641,0.0067
Switzerland,0.892,0.825,0.678,0.457,0.254,0.0732,0.0393,0.0319,0.0172,0.0134,0.0109,0.00947,0.00816,0.00665,0.00574,0.00545,0.0049,0.00463,0.00443,0.0041,0.00391,0.00397,0.0036,0.00378,0.00388,0.00376,0.00373
Syria,574,494,427,187,155,123,104,91.9,79.1,14.2,10,11.1,14.9,28.3,57.6,47.8,46.7,44.3,13.3,7.08,7.98,11.3,23.6,33.3,20.2,11.9,5.05
Tajikistan,76.3,13.6,26.4,54.8,5.82,0.624,0.477,41,31.8,1.77,1.81,0.348,8.31,18.8,0.0331,0.032,0.0221,0.0138,0.0141,0.00669,0.00754,0.00584,0.0821,0.0052,0.0461,0.0138,0.0144
Tanzania,7620,7200,6930,6840,6820,6990,7260,7420,7330,6900,6370,3780,1910,600,588,846,597,1000,1770,450,492,914,661,1120,1800,390,382
Thailand,2350,2080,1810,1570,1340,1070,863,714,605,147,120,98.1,72.9,56.6,45.4,37.7,32.9,29.2,26,24,22.2,19.5,16.1,13.5,11.5,9.67,5.18
Timor-Leste,316,300,281,263,246,245,232,215,199,181,152,124,94.6,81,35.8,29.5,26.6,15.6,16.7,24.6,16.3,19.8,4.96,4.5,6.54,11.3,4.31
Togo,957,981,1030,1080,1160,1200,1240,1260,1260,1210,1130,1060,201,128,130,65.3,103,218,272,180,235,122,124,170,74.8,71.8,53.5
Tonga,2.94,2.85,2.67,2.48,2.3,2.17,1.98,1.75,1.56,0.29,0.212,0.213,0.0709,0.117,0.203,0.15,0.153,0.136,0.118,0.107,0.0923,0.0685,0.0719,0.0632,0.0541,0.0458,0.0403
Trinidad and Tobago,0.00439,0.00336,0.00281,0.00249,0.0023,0.00234,0.0024,0.00261,0.00311,0.00416,0.00582,0.0128,0.0135,0.012,0.014,0.0146,0.0149,0.0136,0.0129,0.0126,0.012,0.0106,0.00929,0.00837,0.00748,0.00673,0.00616
Tunisia,155,129,104,86.1,71,56.5,46.5,37.1,29.2,5.58,3.77,3.73,2.82,3.86,6.56,6.58,4.13,4.37,4.35,4.28,4.64,5.25,4.48,3.77,3.13,2.55,2.13
Turkey,3920,3350,2840,2420,2080,1950,1640,599,551,471,404,360,309,269,82.8,49.1,16.2,13.1,16.9,27,33.6,41.7,36,30.2,26.9,24,22.9
Turkmenistan,9.04,6.32,2.72,4.39,4.31,3.7,3.53,2.74,2.15,0.87,0.308,0.466,0.39,0.27,0.0954,0.0711,0.091,0.0395,0.0401,0.0177,0.0117,0.00907,0.00753,0.00661,0.00614,0.00635,0.00651
Uganda,7170,7050,7010,6960,6920,7180,7270,7390,6870,5880,5420,3410,2720,2780,589,512,712,526,947,2130,1560,1960,3200,1530,1620,2130,1000
Ukraine,0.891,0.842,0.935,0.938,0.771,0.532,0.35,0.522,0.401,0.218,0.273,0.305,0.174,0.102,0.063,0.0545,0.064,0.0425,0.0389,0.0406,0.0465,0.0706,0.0947,0.0668,0.0517,0.0634,0.0695
United Arab Emirates,64.4,53.4,43.7,36.4,30.8,24,20.8,17.4,15.2,8.06,3.62,2.96,0.593,0.554,0.94,1.59,2.84,5.7,5.73,5.2,5.49,5.61,5.6,5.24,4.97,4.58,0.837
United Kingdom,1.9,1.68,1.46,1.22,0.95,0.721,0.621,0.578,0.487,0.465,0.453,0.408,0.368,0.329,0.322,0.317,0.314,0.31,0.306,0.315,0.312,0.311,0.304,0.284,0.27,0.266,0.258
United States,139,46.8,10.3,1.37,3.92,1.19,1.72,0.488,0.327,0.328,0.277,0.362,0.126,0.169,0.108,0.195,0.158,0.119,0.381,0.186,0.153,0.525,0.126,0.432,1.51,1.46,1.46
Uruguay,0.0435,0.0715,0.0368,0.0234,0.0196,0.0188,0.0224,0.0422,0.0574,0.0664,0.0716,0.0841,0.0927,0.0923,0.0857,0.0704,0.067,0.0577,0.0579,0.0525,0.0494,0.0477,0.0476,0.0407,0.0333,0.0305,0.0299
Uzbekistan,23.3,15.9,11.3,8.89,7.2,6,4.57,3.46,2.87,1.79,0.716,0.9,1.18,1.38,1.29,1.44,1.39,1.49,1.64,1.8,1.96,2.31,2.03,2.01,2.22,1.79,1.64
Vanuatu,30.7,29.9,31.7,34.3,35.5,36.4,36.4,31.9,31.5,8.98,7.02,8.22,11.9,21.5,37.4,38.4,38.2,11,8.19,8.62,6.59,10.5,19.1,19.9,14.7,16.6,3.92
Venezuela,45,33.5,24.3,19.3,12.1,5.53,2.42,1.5,1.04,0.824,0.69,0.635,0.695,0.528,0.476,0.435,0.417,0.416,0.368,0.367,0.36,0.391,0.383,0.397,0.381,0.369,0.361
Vietnam,2780,2430,2100,1850,1610,1460,1310,1180,1040,950,830,718,639,341,140,104,44.9,56.8,64.2,67.2,62.5,32,31,35.1,35.8,7.82,6.96
Yemen,6300,6070,5870,5680,5490,5460,5180,4850,4340,4070,3720,3380,2080,1740,1540,1500,1630,395,217,232,165,284,617,208,203,65.5,48.6
Zambia,3110,2950,2970,3070,3230,3630,3740,3750,3580,3310,2610,2460,2480,2020,435,387,473,768,784,1370,1420,868,986,197,148,188,291
Zimbabwe,1960,1850,1780,1760,1790,1870,2060,2330,2580,801,738,985,1490,1470,2090,2120,2420,1930,2450,2630,1630,382,373,245,375,459,173
